id,RegEventId,Regulation,AttGrade,RegId,NGrade
111,1,1,P,2062,C
112,1,1,P,2071,F
113,1,1,P,2089,A
114,1,1,P,2107,D
115,1,1,P,2116,EX
116,1,1,P,2134,C
117,1,1,P,2018,D
118,1,1,P,2027,A
119,1,1,P,2036,EX
120,1,1,P,2054,B
121,1,1,P,2063,B
122,1,1,P,2072,D
123,1,1,P,2081,D
124,1,1,P,2090,B
125,1,1,P,2108,A
126,1,1,P,2117,C
127,1,1,P,2126,A
128,1,1,P,2135,D
129,1,1,P,2028,C
130,1,1,P,2037,C
131,1,1,P,2046,B
132,1,1,P,2064,B
133,1,1,P,2073,B
134,1,1,P,2082,C
135,1,1,P,2091,F
136,1,1,P,2118,C
137,1,1,P,2127,D
138,1,1,P,2136,F
139,1,1,P,2004,F
140,1,1,P,2013,F
141,1,1,P,2040,C
142,1,1,P,2049,C
143,1,1,P,2058,A
144,1,1,P,2076,EX
145,1,1,P,2085,D
146,1,1,P,2094,EX
147,1,1,P,2112,EX
148,1,1,P,2130,C
149,1,1,P,2139,A
150,1,1,P,2002,EX
151,1,1,P,2011,F
152,1,1,P,2020,B
153,1,1,P,2047,F
154,1,1,P,2137,EX
155,1,1,P,2003,EX
156,1,1,P,2012,F
157,1,1,P,2030,B
158,1,1,P,2039,F
159,1,1,P,2048,D
160,1,1,P,2066,F
161,1,1,P,2084,A
162,1,1,P,2093,A
163,1,1,P,2111,EX
164,1,1,P,2120,C
165,1,1,P,2138,D
166,1,1,P,2005,B
167,1,1,P,2014,F
168,1,1,P,2023,B
169,1,1,P,2041,B
170,1,1,P,2050,B
171,1,1,P,2059,D
172,1,1,P,2077,C
173,1,1,P,2095,B
174,1,1,P,2113,A
175,1,1,P,2122,C
176,1,1,P,2131,D
177,1,1,P,2006,B
178,1,1,P,2015,A
179,1,1,P,2024,EX
180,1,1,P,2033,F
181,1,1,P,2051,C
182,1,1,P,2060,F
183,1,1,P,2069,F
184,1,1,P,2087,EX
185,1,1,P,2114,D
186,1,1,P,2123,EX
187,1,1,P,2132,B
188,1,1,P,2141,EX
189,1,1,P,2016,F
190,1,1,P,2025,A
191,1,1,P,2034,A
192,1,1,P,2043,EX
193,1,1,P,2061,F
194,1,1,P,2070,F
195,1,1,P,2079,A
196,1,1,P,2115,F
197,1,1,P,2124,C
198,1,1,P,2133,EX
199,1,1,P,2152,C
200,1,1,P,2161,F
201,1,1,P,2179,EX
202,1,1,P,2188,EX
203,1,1,P,2197,C
204,1,1,P,2206,C
205,1,1,P,2224,EX
206,1,1,P,2233,A
207,1,1,P,2242,F
208,1,1,P,2260,F
209,1,1,P,2278,B
210,1,1,P,2144,C
211,1,1,P,2153,C
212,1,1,P,2162,B
213,1,1,P,2171,F
214,1,1,P,2189,D
215,1,1,P,2198,EX
216,1,1,P,2207,F
217,1,1,P,2216,C
218,1,1,P,2234,D
219,1,1,P,2243,A
220,1,1,P,2261,EX
221,1,1,P,2279,A
222,1,1,P,2145,EX
223,1,1,P,2154,C
224,1,1,P,2163,D
225,1,1,P,2172,C
226,1,1,P,2190,D
227,1,1,P,2199,A
228,1,1,P,2208,F
229,1,1,P,2217,D
230,1,1,P,2244,A
231,1,1,P,2253,A
232,1,1,P,2262,B
233,1,1,P,2271,F
234,1,1,P,2148,F
235,1,1,P,2157,C
236,1,1,P,2166,F
237,1,1,P,2175,A
238,1,1,P,2184,F
239,1,1,P,2202,A
240,1,1,P,2211,EX
241,1,1,P,2220,B
242,1,1,P,2229,D
243,1,1,P,2238,C
244,1,1,P,2256,D
245,1,1,P,2265,C
246,1,1,P,2146,A
247,1,1,P,2155,B
248,1,1,P,2173,B
249,1,1,P,2182,C
250,1,1,P,2191,B
251,1,1,P,2200,EX
252,1,1,P,2218,D
253,1,1,P,2227,C
254,1,1,P,2236,B
255,1,1,P,2245,B
256,1,1,P,2263,C
257,1,1,P,2272,B
258,1,1,P,2281,F
259,1,1,P,2156,D
260,1,1,P,2174,B
261,1,1,P,2183,F
262,1,1,P,2192,F
263,1,1,P,2210,EX
264,1,1,P,2219,C
265,1,1,P,2228,EX
266,1,1,P,2237,EX
267,1,1,P,2246,D
268,1,1,P,2264,C
269,1,1,P,2273,D
270,1,1,P,2149,D
271,1,1,P,2158,EX
272,1,1,P,2185,B
273,1,1,P,2194,D
274,1,1,P,2203,B
275,1,1,P,2212,A
276,1,1,P,2230,C
277,1,1,P,2239,C
278,1,1,P,2248,F
279,1,1,P,2257,F
280,1,1,P,2266,C
281,1,1,P,2150,A
282,1,1,P,2159,EX
283,1,1,P,2168,A
284,1,1,P,2195,EX
285,1,1,P,2204,B
286,1,1,P,2213,F
287,1,1,P,2222,A
288,1,1,P,2231,B
289,1,1,P,2214,D
290,1,1,P,2223,F
291,1,1,P,2232,B
292,1,1,P,2250,EX
293,1,1,P,2259,B
294,1,1,P,2268,A
295,1,1,P,2277,A
296,1,1,P,2296,B
297,1,1,P,2314,F
298,1,1,P,2323,B
299,1,1,P,2332,EX
300,1,1,P,2341,D
302,1,1,P,2377,EX
303,1,1,P,2386,D
304,1,1,P,2395,EX
305,1,1,P,2413,F
306,1,1,P,2288,EX
307,1,1,P,2297,F
308,1,1,P,2306,B
309,1,1,P,2324,A
310,1,1,P,2333,F
311,1,1,P,2342,F
312,1,1,P,2351,C
313,1,1,P,2378,B
314,1,1,P,2387,A
315,1,1,P,2396,EX
316,1,1,P,2405,A
317,1,1,P,2414,B
318,1,1,P,2298,C
319,1,1,P,2307,A
320,1,1,P,2316,D
321,1,1,P,2325,B
322,1,1,P,2343,A
323,1,1,P,2352,D
324,1,1,P,2361,F
325,1,1,P,2379,A
326,1,1,P,2397,C
327,1,1,P,2406,D
328,1,1,P,2415,B
329,1,1,P,2283,F
330,1,1,P,2292,EX
331,1,1,P,2310,EX
332,1,1,P,2319,D
333,1,1,P,2328,C
334,1,1,P,2337,F
335,1,1,P,2355,C
336,1,1,P,2364,A
337,1,1,P,2382,D
338,1,1,P,2391,D
339,1,1,P,2409,F
340,1,1,P,2418,EX
341,1,1,P,2290,A
342,1,1,P,2299,EX
343,1,1,P,2308,C
344,1,1,P,2326,EX
345,1,1,P,2335,EX
346,1,1,P,2344,EX
347,1,1,P,2353,D
349,1,1,P,2389,C
350,1,1,P,2398,A
351,1,1,P,2416,D
352,1,1,P,2282,B
353,1,1,P,2291,EX
354,1,1,P,2300,B
355,1,1,P,2318,C
356,1,1,P,2327,D
357,1,1,P,2336,D
358,1,1,P,2345,F
359,1,1,P,2363,C
361,1,1,P,2390,A
362,1,1,P,2399,EX
363,1,1,P,2417,C
364,1,1,P,2284,A
365,1,1,P,2293,EX
366,1,1,P,2302,D
367,1,1,P,2311,D
368,1,1,P,2329,C
369,1,1,P,2338,D
370,1,1,P,2347,F
371,1,1,P,2356,F
373,1,1,P,2392,EX
374,1,1,P,2401,F
375,1,1,P,2410,F
376,1,1,P,2285,C
377,1,1,P,2294,B
378,1,1,P,2303,D
379,1,1,P,2312,B
380,1,1,P,2321,A
381,1,1,P,2339,B
382,1,1,P,2348,B
383,1,1,P,2357,C
384,1,1,P,2366,F
385,1,1,P,2393,A
386,1,1,P,2402,C
387,1,1,P,2411,F
388,1,1,P,2420,EX
389,1,1,P,2286,B
390,1,1,P,2304,F
391,1,1,P,2313,EX
392,1,1,P,2322,D
393,1,1,P,2331,A
394,1,1,P,2349,F
395,1,1,P,2358,A
396,1,1,P,2367,EX
397,1,1,P,2394,F
398,1,1,P,2403,EX
399,1,1,P,2412,D
400,1,1,P,2421,C
401,1,1,P,2431,C
402,1,1,P,2449,D
403,1,1,P,2458,C
404,1,1,P,2467,B
405,1,1,P,2476,F
406,1,1,P,2485,D
407,1,1,P,2503,EX
408,1,1,P,2512,C
409,1,1,P,2530,A
410,1,1,P,2548,B
411,1,1,P,2557,C
412,1,1,P,2423,EX
413,1,1,P,2432,C
414,1,1,P,2450,EX
415,1,1,P,2459,A
416,1,1,P,2468,B
417,1,1,P,2477,C
419,1,1,P,2504,B
420,1,1,P,2513,C
421,1,1,P,2540,D
422,1,1,P,2549,D
423,1,1,P,2558,A
424,1,1,P,2424,C
425,1,1,P,2442,EX
426,1,1,P,2514,D
427,1,1,P,2523,A
428,1,1,P,2532,EX
429,1,1,P,2550,F
430,1,1,P,2559,B
431,1,1,P,2427,A
432,1,1,P,2436,A
433,1,1,P,2454,B
434,1,1,P,2463,B
435,1,1,P,2472,A
436,1,1,P,2481,C
437,1,1,P,2508,C
438,1,1,P,2517,EX
439,1,1,P,2526,A
440,1,1,P,2535,EX
441,1,1,P,2544,A
442,1,1,P,2425,A
443,1,1,P,2434,D
444,1,1,P,2443,C
445,1,1,P,2452,B
446,1,1,P,2461,A
447,1,1,P,2479,EX
448,1,1,P,2488,F
450,1,1,P,2506,C
451,1,1,P,2524,C
452,1,1,P,2542,B
453,1,1,P,2551,F
454,1,1,P,2426,F
455,1,1,P,2435,EX
456,1,1,P,2444,A
457,1,1,P,2462,D
458,1,1,P,2471,EX
459,1,1,P,2480,EX
460,1,1,P,2489,C
462,1,1,P,2516,A
463,1,1,P,2525,EX
464,1,1,P,2543,A
465,1,1,P,2552,EX
466,1,1,P,2428,F
467,1,1,P,2437,D
468,1,1,P,2446,A
469,1,1,P,2455,C
470,1,1,P,2473,C
471,1,1,P,2482,EX
472,1,1,P,2491,B
474,1,1,P,2509,EX
475,1,1,P,2527,D
476,1,1,P,2545,D
477,1,1,P,2554,B
478,1,1,P,2429,A
479,1,1,P,2447,D
480,1,1,P,2456,A
481,1,1,P,2465,A
482,1,1,P,2474,F
483,1,1,P,2492,F
485,1,1,P,2510,C
486,1,1,P,2519,B
487,1,1,P,2528,F
488,1,1,P,2555,F
489,1,1,P,2430,D
490,1,1,P,2439,C
491,1,1,P,2448,D
492,1,1,P,2466,B
493,1,1,P,2475,C
494,1,1,P,2484,EX
495,1,1,P,2493,A
496,1,1,P,2511,B
497,1,1,P,2520,C
498,1,1,P,2529,EX
499,1,1,P,2538,D
500,1,1,P,2575,B
501,1,1,P,2593,B
502,1,1,P,2602,D
503,1,1,P,2611,D
504,1,1,P,2620,C
505,1,1,P,2629,F
506,1,1,P,2647,C
507,1,1,P,2656,B
508,1,1,P,2665,C
509,1,1,P,2674,F
510,1,1,P,2692,B
511,1,1,P,2701,EX
512,1,1,P,2576,C
513,1,1,P,2585,F
514,1,1,P,2603,F
515,1,1,P,2612,C
516,1,1,P,2621,C
517,1,1,P,2639,C
518,1,1,P,2648,D
519,1,1,P,2657,F
520,1,1,P,2666,F
521,1,1,P,2675,EX
522,1,1,P,2684,B
523,1,1,P,2568,A
524,1,1,P,2586,D
525,1,1,P,2595,EX
526,1,1,P,2613,EX
527,1,1,P,2622,F
528,1,1,P,2631,F
529,1,1,P,2640,EX
530,1,1,P,2649,F
531,1,1,P,2667,D
532,1,1,P,2676,EX
533,1,1,P,2685,D
534,1,1,P,2694,A
535,1,1,P,2562,A
536,1,1,P,2589,A
537,1,1,P,2598,D
538,1,1,P,2607,A
539,1,1,P,2625,A
540,1,1,P,2634,EX
541,1,1,P,2643,A
542,1,1,P,2652,F
543,1,1,P,2661,D
544,1,1,P,2679,D
545,1,1,P,2688,EX
546,1,1,P,2697,EX
547,1,1,P,2569,B
548,1,1,P,2596,D
549,1,1,P,2605,B
550,1,1,P,2614,F
551,1,1,P,2623,EX
552,1,1,P,2641,F
553,1,1,P,2650,C
554,1,1,P,2659,C
555,1,1,P,2668,F
556,1,1,P,2686,D
557,1,1,P,2695,A
558,1,1,P,2570,EX
559,1,1,P,2579,A
560,1,1,P,2606,F
561,1,1,P,2615,EX
562,1,1,P,2624,A
563,1,1,P,2563,A
564,1,1,P,2572,B
565,1,1,P,2581,C
566,1,1,P,2590,B
567,1,1,P,2617,F
568,1,1,P,2626,F
569,1,1,P,2635,C
570,1,1,P,2653,EX
571,1,1,P,2662,F
572,1,1,P,2671,B
573,1,1,P,2680,A
574,1,1,P,2689,D
575,1,1,P,2564,C
576,1,1,P,2573,EX
577,1,1,P,2582,B
578,1,1,P,2591,F
579,1,1,P,2600,C
580,1,1,P,2618,C
581,1,1,P,2627,EX
582,1,1,P,2636,EX
583,1,1,P,2645,F
584,1,1,P,2663,C
585,1,1,P,2672,B
586,1,1,P,2690,C
587,1,1,P,2699,F
588,1,1,P,2565,D
589,1,1,P,2583,A
590,1,1,P,2592,A
591,1,1,P,2601,D
592,1,1,P,2610,F
593,1,1,P,2628,A
594,1,1,P,2637,A
595,1,1,P,2646,B
596,1,1,P,2655,F
597,1,1,P,2673,F
598,1,1,P,2691,F
599,1,1,P,2700,A
600,1,1,P,2719,EX
601,1,1,P,2737,C
602,1,1,P,2746,D
603,1,1,P,2755,A
604,1,1,P,2764,A
605,1,1,P,2773,D
606,1,1,P,2791,C
607,1,1,P,2800,B
608,1,1,P,2809,D
609,1,1,P,2818,B
610,1,1,P,2702,D
611,1,1,P,2711,D
612,1,1,P,2720,C
613,1,1,P,2729,B
614,1,1,P,2747,F
615,1,1,P,2756,C
616,1,1,P,2765,C
617,1,1,P,2783,F
618,1,1,P,2792,D
619,1,1,P,2801,D
620,1,1,P,2810,D
621,1,1,P,2819,D
622,1,1,P,2703,C
623,1,1,P,2712,D
624,1,1,P,2721,B
625,1,1,P,2730,A
626,1,1,P,2748,D
627,1,1,P,2757,EX
628,1,1,P,2766,B
629,1,1,P,2775,F
630,1,1,P,2793,B
631,1,1,P,2802,EX
632,1,1,P,2811,C
633,1,1,P,2829,EX
634,1,1,P,2706,B
635,1,1,P,2715,A
636,1,1,P,2724,D
637,1,1,P,2733,B
638,1,1,P,2742,F
639,1,1,P,2760,EX
640,1,1,P,2769,C
641,1,1,P,2778,D
642,1,1,P,2787,A
643,1,1,P,2805,A
644,1,1,P,2814,A
645,1,1,P,2823,A
646,1,1,P,2832,EX
647,1,1,P,2841,EX
648,1,1,P,2722,F
649,1,1,P,2731,B
650,1,1,P,2740,F
651,1,1,P,2749,C
652,1,1,P,2767,A
653,1,1,P,2776,C
654,1,1,P,2785,EX
655,1,1,P,2794,B
656,1,1,P,2812,D
657,1,1,P,2821,EX
658,1,1,P,2830,A
659,1,1,P,2839,A
660,1,1,P,2723,B
661,1,1,P,2732,F
662,1,1,P,2741,B
663,1,1,P,2759,EX
664,1,1,P,2768,EX
665,1,1,P,2777,B
666,1,1,P,2786,F
667,1,1,P,2804,D
668,1,1,P,2813,A
669,1,1,P,2822,F
670,1,1,P,2831,D
671,1,1,P,2840,F
672,1,1,P,2725,EX
673,1,1,P,2734,C
674,1,1,P,2743,F
675,1,1,P,2752,A
676,1,1,P,2770,B
677,1,1,P,2779,A
678,1,1,P,2788,C
679,1,1,P,2797,F
680,1,1,P,2815,A
681,1,1,P,2824,C
682,1,1,P,2833,C
683,1,1,P,2717,A
684,1,1,P,2735,B
685,1,1,P,2744,EX
686,1,1,P,2753,A
687,1,1,P,2762,F
688,1,1,P,2771,F
689,1,1,P,2789,F
690,1,1,P,2798,A
691,1,1,P,2807,A
692,1,1,P,2816,D
693,1,1,P,2834,D
694,1,1,P,2709,A
695,1,1,P,2718,F
696,1,1,P,2727,C
697,1,1,P,2736,B
698,1,1,P,2763,B
699,1,1,P,2872,C
700,1,1,P,2881,F
701,1,1,P,2890,D
702,1,1,P,2899,D
703,1,1,P,2908,F
704,1,1,P,2926,EX
705,1,1,P,2944,D
706,1,1,P,2953,C
707,1,1,P,2971,EX
708,1,1,P,2980,F
709,1,1,P,2846,F
710,1,1,P,2855,A
711,1,1,P,2864,A
712,1,1,P,2882,A
713,1,1,P,2891,F
714,1,1,P,2900,F
715,1,1,P,2909,EX
716,1,1,P,2927,F
717,1,1,P,2945,B
718,1,1,P,2954,A
719,1,1,P,2963,EX
720,1,1,P,2981,A
721,1,1,P,2847,A
722,1,1,P,2856,EX
723,1,1,P,2865,F
724,1,1,P,2883,EX
725,1,1,P,2892,B
726,1,1,P,2901,EX
727,1,1,P,2910,C
728,1,1,P,2919,EX
729,1,1,P,2946,F
730,1,1,P,2955,A
731,1,1,P,2964,C
732,1,1,P,2973,B
733,1,1,P,2859,B
734,1,1,P,2868,B
735,1,1,P,2877,D
736,1,1,P,2886,EX
737,1,1,P,2904,B
738,1,1,P,2913,F
739,1,1,P,2922,EX
740,1,1,P,2931,EX
741,1,1,P,2958,B
742,1,1,P,2967,A
743,1,1,P,2976,A
744,1,1,P,2848,C
745,1,1,P,2857,F
746,1,1,P,2875,A
747,1,1,P,2884,C
748,1,1,P,2893,EX
749,1,1,P,2902,B
750,1,1,P,2920,EX
751,1,1,P,2929,F
752,1,1,P,2938,EX
753,1,1,P,2965,D
754,1,1,P,2974,EX
755,1,1,P,2849,EX
756,1,1,P,2858,A
757,1,1,P,2876,EX
758,1,1,P,2885,A
759,1,1,P,2894,B
760,1,1,P,2903,C
761,1,1,P,2921,D
762,1,1,P,2930,A
763,1,1,P,2939,B
764,1,1,P,2948,EX
765,1,1,P,2975,B
766,1,1,P,2842,C
767,1,1,P,2851,A
768,1,1,P,2860,D
769,1,1,P,2869,EX
770,1,1,P,2887,A
771,1,1,P,2896,F
772,1,1,P,2905,D
773,1,1,P,2914,B
774,1,1,P,2932,A
775,1,1,P,2941,B
776,1,1,P,2950,EX
777,1,1,P,2968,D
778,1,1,P,2843,C
779,1,1,P,2852,D
780,1,1,P,2861,D
781,1,1,P,2870,F
782,1,1,P,2879,A
783,1,1,P,2897,B
784,1,1,P,2906,A
785,1,1,P,2915,C
786,1,1,P,2924,D
787,1,1,P,2942,EX
788,1,1,P,2951,F
789,1,1,P,2969,B
790,1,1,P,2978,D
791,1,1,P,2844,B
792,1,1,P,2862,D
793,1,1,P,2871,C
794,1,1,P,2880,C
795,1,1,P,2889,D
796,1,1,P,2907,C
797,1,1,P,2916,A
798,1,1,P,2925,B
799,1,1,P,2934,B
800,1,1,P,2952,F
801,1,1,P,2970,F
802,1,1,P,2979,D
803,1,1,P,2998,EX
804,1,1,P,3016,B
805,1,1,P,3025,F
806,1,1,P,3034,C
807,1,1,P,3043,A
808,1,1,P,3052,F
809,1,1,P,3070,F
810,1,1,P,3079,B
811,1,1,P,3088,F
812,1,1,P,3097,D
814,1,1,P,2999,EX
815,1,1,P,3008,A
816,1,1,P,3017,F
817,1,1,P,3035,A
818,1,1,P,3044,B
819,1,1,P,3053,C
820,1,1,P,3062,F
821,1,1,P,3080,EX
822,1,1,P,3089,B
823,1,1,P,3098,D
824,1,1,P,3107,F
826,1,1,P,3000,C
827,1,1,P,3009,A
828,1,1,P,3018,EX
829,1,1,P,3036,B
830,1,1,P,3045,EX
831,1,1,P,3054,B
832,1,1,P,3063,D
833,1,1,P,3072,A
834,1,1,P,3057,C
835,1,1,P,3066,D
836,1,1,P,3075,D
837,1,1,P,3102,D
838,1,1,P,3111,F
839,1,1,P,3120,A
840,1,1,P,2983,C
842,1,1,P,3010,D
843,1,1,P,3019,A
844,1,1,P,3028,B
845,1,1,P,3037,C
846,1,1,P,3055,C
847,1,1,P,3064,A
848,1,1,P,3073,EX
849,1,1,P,3100,D
850,1,1,P,3109,D
851,1,1,P,3118,A
852,1,1,P,2984,D
853,1,1,P,3002,C
854,1,1,P,3011,A
855,1,1,P,3020,B
856,1,1,P,3029,B
857,1,1,P,3047,C
858,1,1,P,3056,EX
859,1,1,P,3065,A
860,1,1,P,3074,B
861,1,1,P,3101,EX
862,1,1,P,3110,D
863,1,1,P,3119,B
864,1,1,P,2986,C
866,1,1,P,3013,EX
867,1,1,P,3022,EX
868,1,1,P,3031,EX
869,1,1,P,3040,B
870,1,1,P,3058,D
871,1,1,P,3067,B
872,1,1,P,3076,A
873,1,1,P,3085,EX
874,1,1,P,3094,A
875,1,1,P,3121,EX
876,1,1,P,2987,B
878,1,1,P,3005,C
879,1,1,P,3023,B
880,1,1,P,3032,B
881,1,1,P,3041,D
882,1,1,P,3050,B
883,1,1,P,3068,A
884,1,1,P,3077,B
885,1,1,P,3086,EX
886,1,1,P,3095,F
887,1,1,P,2988,B
889,1,1,P,3006,F
890,1,1,P,3015,F
891,1,1,P,3024,D
892,1,1,P,3042,B
893,1,1,P,3051,F
894,1,1,P,3060,F
895,1,1,P,3069,B
896,1,1,P,3087,F
897,1,1,P,3105,C
898,1,1,P,3114,B
899,1,1,P,3133,D
901,1,1,P,3160,C
902,1,1,P,3169,C
903,1,1,P,3178,B
904,1,1,P,3187,B
905,1,1,P,3205,C
906,1,1,P,3214,A
907,1,1,P,3223,EX
908,1,1,P,3232,EX
909,1,1,P,3250,B
910,1,1,P,3259,A
911,1,1,P,3125,D
912,1,1,P,3134,D
913,1,1,P,3161,B
914,1,1,P,3170,EX
915,1,1,P,3179,F
916,1,1,P,3188,F
917,1,1,P,3197,D
918,1,1,P,3215,F
919,1,1,P,3224,EX
920,1,1,P,3233,B
921,1,1,P,3251,A
922,1,1,P,3260,C
923,1,1,P,3126,F
924,1,1,P,3135,A
926,1,1,P,3162,C
927,1,1,P,3180,B
928,1,1,P,3189,C
929,1,1,P,3207,B
930,1,1,P,3216,D
931,1,1,P,3225,F
932,1,1,P,3234,EX
933,1,1,P,3252,D
934,1,1,P,3261,A
935,1,1,P,3129,D
936,1,1,P,3138,C
937,1,1,P,3165,C
938,1,1,P,3174,C
939,1,1,P,3183,EX
940,1,1,P,3192,A
941,1,1,P,3201,D
942,1,1,P,3219,C
943,1,1,P,3228,EX
944,1,1,P,3237,EX
945,1,1,P,3246,F
946,1,1,P,3127,C
947,1,1,P,3136,F
948,1,1,P,3145,D
950,1,1,P,3163,C
951,1,1,P,3172,F
952,1,1,P,3190,EX
953,1,1,P,3208,EX
954,1,1,P,3217,A
955,1,1,P,3235,EX
956,1,1,P,3244,F
957,1,1,P,3253,F
958,1,1,P,3137,B
959,1,1,P,3146,B
961,1,1,P,3164,EX
962,1,1,P,3173,F
963,1,1,P,3191,A
964,1,1,P,3200,C
965,1,1,P,3218,A
966,1,1,P,3236,EX
967,1,1,P,3245,B
968,1,1,P,3254,C
969,1,1,P,3130,D
970,1,1,P,3229,EX
971,1,1,P,3238,B
972,1,1,P,3122,D
973,1,1,P,3131,EX
974,1,1,P,3140,F
975,1,1,P,3149,EX
976,1,1,P,3167,F
977,1,1,P,3176,C
978,1,1,P,3185,EX
979,1,1,P,3194,B
980,1,1,P,3203,C
981,1,1,P,3221,A
982,1,1,P,3230,C
983,1,1,P,3239,EX
984,1,1,P,3123,C
985,1,1,P,3132,D
986,1,1,P,3141,D
987,1,1,P,3150,EX
989,1,1,P,3168,D
990,1,1,P,3186,B
991,1,1,P,3195,A
992,1,1,P,3204,C
993,1,1,P,3213,A
994,1,1,P,3231,EX
995,1,1,P,3240,B
996,1,1,P,3258,F
997,1,1,P,3277,D
998,1,1,P,3295,A
999,1,1,P,3304,A
1000,1,1,P,3313,D
1001,1,1,P,3322,EX
1002,1,1,P,3331,A
1003,1,1,P,3349,B
1004,1,1,P,3358,D
1005,1,1,P,3367,C
1006,1,1,P,3376,C
1007,1,1,P,3269,B
1008,1,1,P,3278,B
1009,1,1,P,3287,EX
1010,1,1,P,3305,A
1011,1,1,P,3314,A
1012,1,1,P,3323,EX
1013,1,1,P,3332,A
1014,1,1,P,3341,C
1015,1,1,P,3359,C
1016,1,1,P,3368,F
1017,1,1,P,3377,F
1018,1,1,P,3386,F
1019,1,1,P,3270,D
1020,1,1,P,3279,EX
1021,1,1,P,3288,C
1022,1,1,P,3306,EX
1023,1,1,P,3324,F
1024,1,1,P,3333,C
1025,1,1,P,3342,B
1026,1,1,P,3351,F
1027,1,1,P,3360,EX
1028,1,1,P,3378,A
1029,1,1,P,3387,C
1030,1,1,P,3396,F
1031,1,1,P,3264,C
1032,1,1,P,3273,A
1033,1,1,P,3300,EX
1034,1,1,P,3309,F
1035,1,1,P,3318,C
1036,1,1,P,3336,D
1037,1,1,P,3345,D
1038,1,1,P,3354,C
1039,1,1,P,3363,F
1040,1,1,P,3372,F
1041,1,1,P,3390,C
1042,1,1,P,3399,F
1043,1,1,P,3262,C
1044,1,1,P,3271,D
1045,1,1,P,3280,C
1046,1,1,P,3298,F
1047,1,1,P,3307,EX
1048,1,1,P,3325,EX
1049,1,1,P,3343,EX
1050,1,1,P,3352,EX
1051,1,1,P,3361,C
1052,1,1,P,3370,D
1053,1,1,P,3388,D
1054,1,1,P,3397,C
1055,1,1,P,3263,D
1056,1,1,P,3272,C
1057,1,1,P,3290,B
1058,1,1,P,3299,F
1059,1,1,P,3308,D
1060,1,1,P,3335,EX
1061,1,1,P,3344,D
1062,1,1,P,3353,C
1063,1,1,P,3362,B
1064,1,1,P,3371,C
1065,1,1,P,3389,B
1066,1,1,P,3398,A
1067,1,1,P,3265,D
1068,1,1,P,3274,B
1069,1,1,P,3283,A
1070,1,1,P,3301,C
1071,1,1,P,3310,C
1072,1,1,P,3328,B
1073,1,1,P,3346,C
1074,1,1,P,3355,A
1075,1,1,P,3364,F
1076,1,1,P,3373,B
1077,1,1,P,3382,B
1078,1,1,P,3400,D
1079,1,1,P,3266,A
1080,1,1,P,3275,C
1081,1,1,P,3284,D
1082,1,1,P,3293,F
1083,1,1,P,3311,A
1084,1,1,P,3329,EX
1085,1,1,P,3338,C
1086,1,1,P,3356,F
