"id","Mode","RegEventId","student_id","sub_id"
"128",1,"2","15","2"
"129",1,"2","15","3"
"130",1,"2","15","4"
"131",1,"2","15","5"
"132",1,"2","15","6"
"133",1,"2","15","7"
"134",1,"2","15","8"
"135",1,"2","15","9"
"145",1,"2","16","1"
"146",1,"2","16","2"
"147",1,"2","16","3"
"148",1,"2","16","4"
"149",1,"2","16","5"
"150",1,"2","16","6"
"151",1,"2","16","7"
"152",1,"2","16","8"
"153",1,"2","16","9"
"154",1,"2","17","1"
"155",1,"2","17","2"
"156",1,"2","17","3"
"157",1,"2","17","4"
"158",1,"2","17","5"
"159",1,"2","17","6"
"160",1,"2","17","7"
"161",1,"2","17","8"
"162",1,"2","17","9"
"163",1,"2","18","1"
"164",1,"2","18","2"
"165",1,"2","18","3"
"166",1,"2","18","4"
"167",1,"2","18","5"
"168",1,"2","18","6"
"169",1,"2","18","7"
"170",1,"2","18","8"
"171",1,"2","18","9"
"172",1,"2","19","1"
"173",1,"2","19","2"
"174",1,"2","19","3"
"175",1,"2","19","4"
"176",1,"2","19","5"
"177",1,"2","19","6"
"178",1,"2","19","7"
"179",1,"2","19","8"
"180",1,"2","19","9"
"181",1,"2","20","1"
"182",1,"2","20","2"
"183",1,"2","20","3"
"184",1,"2","20","4"
"185",1,"2","20","5"
"186",1,"2","20","6"
"187",1,"2","20","7"
"188",1,"2","20","8"
"189",1,"2","20","9"
"190",1,"2","21","1"
"191",1,"2","21","2"
"192",1,"2","21","3"
"193",1,"2","21","4"
"194",1,"2","21","5"
"195",1,"2","21","6"
"196",1,"2","21","7"
"197",1,"2","21","8"
"198",1,"2","21","9"
"199",1,"2","22","1"
"200",1,"2","22","2"
"201",1,"2","22","3"
"202",1,"2","22","4"
"203",1,"2","22","5"
"204",1,"2","22","6"
"205",1,"2","22","7"
"206",1,"2","22","8"
"207",1,"2","22","9"
"208",1,"2","23","1"
"209",1,"2","23","2"
"210",1,"2","23","3"
"211",1,"2","23","4"
"212",1,"2","23","5"
"213",1,"2","23","6"
"214",1,"2","23","7"
"215",1,"2","23","8"
"216",1,"2","23","9"
"217",1,"2","24","1"
"218",1,"2","24","2"
"219",1,"2","24","3"
"220",1,"2","24","4"
"221",1,"2","24","5"
"222",1,"2","24","6"
"223",1,"2","24","7"
"224",1,"2","24","8"
"225",1,"2","24","9"
"226",1,"2","25","1"
"227",1,"2","25","2"
"228",1,"2","25","3"
"229",1,"2","25","4"
"230",1,"2","25","5"
"231",1,"2","25","6"
"232",1,"2","25","7"
"233",1,"2","25","8"
"234",1,"2","25","9"
"235",1,"2","26","1"
"236",1,"2","26","2"
"237",1,"2","26","3"
"238",1,"2","26","4"
"239",1,"2","26","5"
"240",1,"2","26","6"
"241",1,"2","26","7"
"242",1,"2","26","8"
"243",1,"2","26","9"
"244",1,"2","27","1"
"245",1,"2","27","2"
"246",1,"2","27","3"
"247",1,"2","27","4"
"248",1,"2","27","5"
"249",1,"2","27","6"
"250",1,"2","27","7"
"251",1,"2","27","8"
"252",1,"2","27","9"
"253",1,"2","28","1"
"254",1,"2","28","2"
"255",1,"2","28","3"
"256",1,"2","28","4"
"257",1,"2","28","5"
"258",1,"2","28","6"
"259",1,"2","28","7"
"260",1,"2","28","8"
"261",1,"2","28","9"
"262",1,"2","29","1"
"263",1,"2","29","2"
"264",1,"2","29","3"
"265",1,"2","29","4"
"266",1,"2","29","5"
"267",1,"2","29","6"
"268",1,"2","29","7"
"269",1,"2","29","8"
"270",1,"2","29","9"
"271",1,"2","30","1"
"272",1,"2","30","2"
"273",1,"2","30","3"
"274",1,"2","30","4"
"275",1,"2","30","5"
"276",1,"2","30","6"
"277",1,"2","30","7"
"278",1,"2","30","8"
"279",1,"2","30","9"
"289",1,"2","31","1"
"290",1,"2","31","2"
"291",1,"2","31","3"
"292",1,"2","31","4"
"293",1,"2","31","5"
"294",1,"2","31","6"
"295",1,"2","31","7"
"296",1,"2","31","8"
"297",1,"2","31","9"
"298",1,"2","32","1"
"299",1,"2","32","2"
"300",1,"2","32","3"
"301",1,"2","32","4"
"302",1,"2","32","5"
"303",1,"2","32","6"
"304",1,"2","32","7"
"305",1,"2","32","8"
"306",1,"2","32","9"
"307",1,"2","33","1"
"308",1,"2","33","2"
"309",1,"2","33","3"
"310",1,"2","33","4"
"311",1,"2","33","5"
"312",1,"2","33","6"
"313",1,"2","33","7"
"314",1,"2","33","8"
"315",1,"2","33","9"
"316",1,"2","34","1"
"317",1,"2","34","2"
"318",1,"2","34","3"
"319",1,"2","34","4"
"320",1,"2","34","5"
"321",1,"2","34","6"
"322",1,"2","34","7"
"323",1,"2","34","8"
"324",1,"2","34","9"
"325",1,"2","35","1"
"326",1,"2","35","2"
"327",1,"2","35","3"
"328",1,"2","35","4"
"329",1,"2","35","5"
"330",1,"2","35","6"
"331",1,"2","35","7"
"332",1,"2","35","8"
"333",1,"2","35","9"
"343",1,"2","36","1"
"344",1,"2","36","2"
"345",1,"2","36","3"
"346",1,"2","36","4"
"347",1,"2","36","5"
"348",1,"2","36","6"
"349",1,"2","36","7"
"350",1,"2","36","8"
"351",1,"2","36","9"
"352",1,"2","37","1"
"353",1,"2","37","2"
"354",1,"2","37","3"
"355",1,"2","37","4"
"356",1,"2","37","5"
"357",1,"2","37","6"
"358",1,"2","37","7"
"359",1,"2","37","8"
"360",1,"2","37","9"
"361",1,"2","38","1"
"362",1,"2","38","2"
"363",1,"2","38","3"
"364",1,"2","38","4"
"365",1,"2","38","5"
"366",1,"2","38","6"
"367",1,"2","38","7"
"368",1,"2","38","8"
"369",1,"2","38","9"
"370",1,"2","39","1"
"371",1,"2","39","2"
"372",1,"2","39","3"
"373",1,"2","39","4"
"374",1,"2","39","5"
"375",1,"2","39","6"
"376",1,"2","39","7"
"377",1,"2","39","8"
"378",1,"2","39","9"
"379",1,"2","40","1"
"380",1,"2","40","2"
"381",1,"2","40","3"
"382",1,"2","40","4"
"383",1,"2","40","5"
"384",1,"2","40","6"
"385",1,"2","40","7"
"386",1,"2","40","8"
"387",1,"2","40","9"
"388",1,"2","41","1"
"389",1,"2","41","2"
"390",1,"2","41","3"
"391",1,"2","41","4"
"392",1,"2","41","5"
"393",1,"2","41","6"
"394",1,"2","41","7"
"395",1,"2","41","8"
"396",1,"2","41","9"
"397",1,"2","42","1"
"398",1,"2","42","2"
"399",1,"2","42","3"
"400",1,"2","42","4"
"401",1,"2","42","5"
"402",1,"2","42","6"
"403",1,"2","42","7"
"404",1,"2","42","8"
"405",1,"2","42","9"
"406",1,"2","43","1"
"407",1,"2","43","2"
"408",1,"2","43","3"
"409",1,"2","43","4"
"410",1,"2","43","5"
"411",1,"2","43","6"
"412",1,"2","43","7"
"413",1,"2","43","8"
"414",1,"2","43","9"
"415",1,"2","44","1"
"416",1,"2","44","2"
"417",1,"2","44","3"
"418",1,"2","44","4"
"419",1,"2","44","5"
"420",1,"2","44","6"
"421",1,"2","44","7"
"422",1,"2","44","8"
"423",1,"2","44","9"
"424",1,"2","45","1"
"425",1,"2","45","2"
"426",1,"2","45","3"
"427",1,"2","45","4"
"428",1,"2","45","5"
"429",1,"2","45","6"
"430",1,"2","45","7"
"431",1,"2","45","8"
"432",1,"2","45","9"
"433",1,"2","46","1"
"434",1,"2","46","2"
"435",1,"2","46","3"
"436",1,"2","46","4"
"437",1,"2","46","5"
"438",1,"2","46","6"
"439",1,"2","46","7"
"440",1,"2","46","8"
"441",1,"2","46","9"
"442",1,"2","47","1"
"443",1,"2","47","2"
"444",1,"2","47","3"
"445",1,"2","47","4"
"446",1,"2","47","5"
"447",1,"2","47","6"
"448",1,"2","47","7"
"449",1,"2","47","8"
"450",1,"2","47","9"
"451",1,"2","48","1"
"452",1,"2","48","2"
"453",1,"2","48","3"
"454",1,"2","48","4"
"455",1,"2","48","5"
"456",1,"2","48","6"
"457",1,"2","48","7"
"458",1,"2","48","8"
"459",1,"2","48","9"
"460",1,"2","49","1"
"461",1,"2","49","2"
"462",1,"2","49","3"
"463",1,"2","49","4"
"464",1,"2","49","5"
"465",1,"2","49","6"
"466",1,"2","49","7"
"467",1,"2","49","8"
"468",1,"2","49","9"
"469",1,"2","50","1"
"470",1,"2","50","2"
"471",1,"2","50","3"
"472",1,"2","50","4"
"473",1,"2","50","5"
"474",1,"2","50","6"
"475",1,"2","50","7"
"476",1,"2","50","8"
"477",1,"2","50","9"
"478",1,"2","51","1"
"479",1,"2","51","2"
"480",1,"2","51","3"
"481",1,"2","51","4"
"482",1,"2","51","5"
"483",1,"2","51","6"
"484",1,"2","51","7"
"485",1,"2","51","8"
"486",1,"2","51","9"
"487",1,"2","52","1"
"488",1,"2","52","2"
"489",1,"2","52","3"
"490",1,"2","52","4"
"491",1,"2","52","5"
"492",1,"2","52","6"
"493",1,"2","52","7"
"494",1,"2","52","8"
"495",1,"2","52","9"
"496",1,"2","53","1"
"497",1,"2","53","2"
"498",1,"2","53","3"
"499",1,"2","53","4"
"500",1,"2","53","5"
"501",1,"2","53","6"
"502",1,"2","53","7"
"503",1,"2","53","8"
"504",1,"2","53","9"
"505",1,"2","54","1"
"506",1,"2","54","2"
"507",1,"2","54","3"
"508",1,"2","54","4"
"509",1,"2","54","5"
"510",1,"2","54","6"
"511",1,"2","54","7"
"512",1,"2","54","8"
"513",1,"2","54","9"
"514",1,"2","55","1"
"515",1,"2","55","2"
"516",1,"2","55","3"
"517",1,"2","55","4"
"518",1,"2","55","5"
"519",1,"2","55","6"
"520",1,"2","55","7"
"521",1,"2","55","8"
"522",1,"2","55","9"
"523",1,"2","56","1"
"524",1,"2","56","2"
"525",1,"2","56","3"
"526",1,"2","56","4"
"527",1,"2","56","5"
"528",1,"2","56","6"
"529",1,"2","56","7"
"530",1,"2","56","8"
"531",1,"2","56","9"
"532",1,"2","57","1"
"533",1,"2","57","2"
"534",1,"2","57","3"
"535",1,"2","57","4"
"536",1,"2","57","5"
"537",1,"2","57","6"
"538",1,"2","57","7"
"539",1,"2","57","8"
"540",1,"2","57","9"
"541",1,"2","58","1"
"542",1,"2","58","2"
"543",1,"2","58","3"
"544",1,"2","58","4"
"545",1,"2","58","5"
"546",1,"2","58","6"
"547",1,"2","58","7"
"548",1,"2","58","8"
"549",1,"2","58","9"
"550",1,"2","59","1"
"551",1,"2","59","2"
"552",1,"2","59","3"
"553",1,"2","59","4"
"554",1,"2","59","5"
"555",1,"2","59","6"
"556",1,"2","59","7"
"557",1,"2","59","8"
"558",1,"2","59","9"
"559",1,"2","60","1"
"560",1,"2","60","2"
"561",1,"2","60","3"
"562",1,"2","60","4"
"563",1,"2","60","5"
"564",1,"2","60","6"
"565",1,"2","60","7"
"566",1,"2","60","8"
"567",1,"2","60","9"
"568",1,"2","61","1"
"569",1,"2","61","2"
"570",1,"2","61","3"
"571",1,"2","61","4"
"572",1,"2","61","5"
"573",1,"2","61","6"
"574",1,"2","61","7"
"575",1,"2","61","8"
"576",1,"2","61","9"
"577",1,"2","62","1"
"578",1,"2","62","2"
"579",1,"2","62","3"
"580",1,"2","62","4"
"581",1,"2","62","5"
"582",1,"2","62","6"
"583",1,"2","62","7"
"584",1,"2","62","8"
"585",1,"2","62","9"
"586",1,"2","63","1"
"587",1,"2","63","2"
"588",1,"2","63","3"
"589",1,"2","63","4"
"590",1,"2","63","5"
"591",1,"2","63","6"
"592",1,"2","63","7"
"593",1,"2","63","8"
"594",1,"2","63","9"
"595",1,"2","64","1"
"596",1,"2","64","2"
"597",1,"2","64","3"
"598",1,"2","64","4"
"599",1,"2","64","5"
"600",1,"2","64","6"
"601",1,"2","64","7"
"602",1,"2","64","8"
"603",1,"2","64","9"
"604",1,"2","65","1"
"605",1,"2","65","2"
"606",1,"2","65","3"
"607",1,"2","65","4"
"608",1,"2","65","5"
"609",1,"2","65","6"
"610",1,"2","65","7"
"611",1,"2","65","8"
"612",1,"2","65","9"
"613",1,"2","66","1"
"614",1,"2","66","2"
"615",1,"2","66","3"
"616",1,"2","66","4"
"617",1,"2","66","5"
"618",1,"2","66","6"
"619",1,"2","66","7"
"620",1,"2","66","8"
"621",1,"2","66","9"
"622",1,"2","67","1"
"623",1,"2","67","2"
"624",1,"2","67","3"
"625",1,"2","67","4"
"626",1,"2","67","5"
"627",1,"2","67","6"
"628",1,"2","67","7"
"629",1,"2","67","8"
"630",1,"2","67","9"
"631",1,"2","68","1"
"632",1,"2","68","2"
"633",1,"2","68","3"
"634",1,"2","68","4"
"635",1,"2","68","5"
"636",1,"2","68","6"
"637",1,"2","68","7"
"638",1,"2","68","8"
"639",1,"2","68","9"
"640",1,"2","69","1"
"641",1,"2","69","2"
"642",1,"2","69","3"
"643",1,"2","69","4"
"644",1,"2","69","5"
"645",1,"2","69","6"
"646",1,"2","69","7"
"647",1,"2","69","8"
"648",1,"2","69","9"
"649",1,"2","70","1"
"650",1,"2","70","2"
"651",1,"2","70","3"
"652",1,"2","70","4"
"653",1,"2","70","5"
"654",1,"2","70","6"
"655",1,"2","70","7"
"656",1,"2","70","8"
"657",1,"2","70","9"
"658",1,"2","71","1"
"659",1,"2","71","2"
"660",1,"2","71","3"
"661",1,"2","71","4"
"662",1,"2","71","5"
"663",1,"2","71","6"
"664",1,"2","71","7"
"665",1,"2","71","8"
"666",1,"2","71","9"
"667",1,"2","72","1"
"668",1,"2","72","2"
"669",1,"2","72","3"
"670",1,"2","72","4"
"671",1,"2","72","5"
"672",1,"2","72","6"
"673",1,"2","72","7"
"674",1,"2","72","8"
"675",1,"2","72","9"
"676",1,"2","73","1"
"677",1,"2","73","2"
"678",1,"2","73","3"
"679",1,"2","73","4"
"680",1,"2","73","5"
"681",1,"2","73","6"
"682",1,"2","73","7"
"683",1,"2","73","8"
"684",1,"2","73","9"
"685",1,"2","74","1"
"686",1,"2","74","2"
"687",1,"2","74","3"
"688",1,"2","74","4"
"689",1,"2","74","5"
"690",1,"2","74","6"
"691",1,"2","74","7"
"692",1,"2","74","8"
"693",1,"2","74","9"
"694",1,"2","75","1"
"695",1,"2","75","2"
"696",1,"2","75","3"
"697",1,"2","75","4"
"698",1,"2","75","5"
"699",1,"2","75","6"
"700",1,"2","75","7"
"701",1,"2","75","8"
"702",1,"2","75","9"
"703",1,"2","76","1"
"704",1,"2","76","2"
"705",1,"2","76","3"
"706",1,"2","76","4"
"707",1,"2","76","5"
"708",1,"2","76","6"
"709",1,"2","76","7"
"710",1,"2","76","8"
"711",1,"2","76","9"
"712",1,"2","77","1"
"713",1,"2","77","2"
"714",1,"2","77","3"
"715",1,"2","77","4"
"716",1,"2","77","5"
"717",1,"2","77","6"
"718",1,"2","77","7"
"719",1,"2","77","8"
"720",1,"2","77","9"
"721",1,"2","78","1"
"722",1,"2","78","2"
"723",1,"2","78","3"
"724",1,"2","78","4"
"725",1,"2","78","5"
"726",1,"2","78","6"
"727",1,"2","78","7"
"728",1,"2","78","8"
"729",1,"2","78","9"
"730",1,"2","79","1"
"731",1,"2","79","2"
"732",1,"2","79","3"
"733",1,"2","79","4"
"734",1,"2","79","5"
"735",1,"2","79","6"
"736",1,"2","79","7"
"737",1,"2","79","8"
"738",1,"2","79","9"
"739",1,"2","80","1"
"740",1,"2","80","2"
"741",1,"2","80","3"
"742",1,"2","80","4"
"743",1,"2","80","5"
"744",1,"2","80","6"
"745",1,"2","80","7"
"746",1,"2","80","8"
"747",1,"2","80","9"
"748",1,"2","81","1"
"749",1,"2","81","2"
"750",1,"2","81","3"
"751",1,"2","81","4"
"752",1,"2","81","5"
"753",1,"2","81","6"
"754",1,"2","81","7"
"755",1,"2","81","8"
"756",1,"2","81","9"
"757",1,"2","82","1"
"758",1,"2","82","2"
"759",1,"2","82","3"
"760",1,"2","82","4"
"761",1,"2","82","5"
"762",1,"2","82","6"
"763",1,"2","82","7"
"764",1,"2","82","8"
"765",1,"2","82","9"
"766",1,"2","83","1"
"767",1,"2","83","2"
"768",1,"2","83","3"
"769",1,"2","83","4"
"770",1,"2","83","5"
"771",1,"2","83","6"
"772",1,"2","83","7"
"773",1,"2","83","8"
"774",1,"2","83","9"
"775",1,"2","84","1"
"776",1,"2","84","2"
"777",1,"2","84","3"
"778",1,"2","84","4"
"779",1,"2","84","5"
"780",1,"2","84","6"
"781",1,"2","84","7"
"782",1,"2","84","8"
"783",1,"2","84","9"
"784",1,"2","85","1"
"785",1,"2","85","2"
"786",1,"2","85","3"
"787",1,"2","85","4"
"788",1,"2","85","5"
"789",1,"2","85","6"
"790",1,"2","85","7"
"791",1,"2","85","8"
"792",1,"2","85","9"
"793",1,"2","86","1"
"794",1,"2","86","2"
"795",1,"2","86","3"
"796",1,"2","86","4"
"797",1,"2","86","5"
"798",1,"2","86","6"
"799",1,"2","86","7"
"800",1,"2","86","8"
"801",1,"2","86","9"
"802",1,"2","87","1"
"803",1,"2","87","2"
"804",1,"2","87","3"
"805",1,"2","87","4"
"806",1,"2","87","5"
"807",1,"2","87","6"
"808",1,"2","87","7"
"809",1,"2","87","8"
"810",1,"2","87","9"
"811",1,"2","88","1"
"812",1,"2","88","2"
"813",1,"2","88","3"
"814",1,"2","88","4"
"815",1,"2","88","5"
"816",1,"2","88","6"
"817",1,"2","88","7"
"818",1,"2","88","8"
"819",1,"2","88","9"
"820",1,"2","89","1"
"821",1,"2","89","2"
"822",1,"2","89","3"
"823",1,"2","89","4"
"824",1,"2","89","5"
"825",1,"2","89","6"
"826",1,"2","89","7"
"827",1,"2","89","8"
"828",1,"2","89","9"
"829",1,"2","90","1"
"830",1,"2","90","2"
"831",1,"2","90","3"
"832",1,"2","90","4"
"833",1,"2","90","5"
"834",1,"2","90","6"
"835",1,"2","90","7"
"836",1,"2","90","8"
"837",1,"2","90","9"
"838",1,"2","91","1"
"839",1,"2","91","2"
"840",1,"2","91","3"
"841",1,"2","91","4"
"842",1,"2","91","5"
"843",1,"2","91","6"
"844",1,"2","91","7"
"845",1,"2","91","8"
"846",1,"2","91","9"
"847",1,"2","92","1"
"848",1,"2","92","2"
"849",1,"2","92","3"
"850",1,"2","92","4"
"851",1,"2","92","5"
"852",1,"2","92","6"
"853",1,"2","92","7"
"854",1,"2","92","8"
"855",1,"2","92","9"
"856",1,"2","93","1"
"857",1,"2","93","2"
"858",1,"2","93","3"
"859",1,"2","93","4"
"860",1,"2","93","5"
"861",1,"2","93","6"
"862",1,"2","93","7"
"863",1,"2","93","8"
"864",1,"2","93","9"
"865",1,"2","94","1"
"866",1,"2","94","2"
"867",1,"2","94","3"
"868",1,"2","94","4"
"869",1,"2","94","5"
"870",1,"2","94","6"
"871",1,"2","94","7"
"872",1,"2","94","8"
"873",1,"2","94","9"
"874",1,"2","95","1"
"875",1,"2","95","2"
"876",1,"2","95","3"
"877",1,"2","95","4"
"878",1,"2","95","5"
"879",1,"2","95","6"
"880",1,"2","95","7"
"881",1,"2","95","8"
"882",1,"2","95","9"
"883",1,"2","96","1"
"884",1,"2","96","2"
"885",1,"2","96","3"
"886",1,"2","96","4"
"887",1,"2","96","5"
"888",1,"2","96","6"
"889",1,"2","96","7"
"890",1,"2","96","8"
"891",1,"2","96","9"
"892",1,"2","97","1"
"893",1,"2","97","2"
"894",1,"2","97","3"
"895",1,"2","97","4"
"896",1,"2","97","5"
"897",1,"2","97","6"
"898",1,"2","97","7"
"899",1,"2","97","8"
"900",1,"2","97","9"
"901",1,"2","98","1"
"902",1,"2","98","2"
"903",1,"2","98","3"
"904",1,"2","98","4"
"905",1,"2","98","5"
"906",1,"2","98","6"
"907",1,"2","98","7"
"908",1,"2","98","8"
"909",1,"2","98","9"
"910",1,"2","99","1"
"911",1,"2","99","2"
"912",1,"2","99","3"
"913",1,"2","99","4"
"914",1,"2","99","5"
"915",1,"2","99","6"
"916",1,"2","99","7"
"917",1,"2","99","8"
"918",1,"2","99","9"
"919",1,"2","100","1"
"920",1,"2","100","2"
"921",1,"2","100","3"
"922",1,"2","100","4"
"923",1,"2","100","5"
"924",1,"2","100","6"
"925",1,"2","100","7"
"926",1,"2","100","8"
"927",1,"2","100","9"
"928",1,"2","101","1"
"929",1,"2","101","2"
"930",1,"2","101","3"
"931",1,"2","101","4"
"932",1,"2","101","5"
"933",1,"2","101","6"
"934",1,"2","101","7"
"935",1,"2","101","8"
"936",1,"2","101","9"
"937",1,"2","102","1"
"938",1,"2","102","2"
"939",1,"2","102","3"
"940",1,"2","102","4"
"941",1,"2","102","5"
"942",1,"2","102","6"
"943",1,"2","102","7"
"944",1,"2","102","8"
"945",1,"2","102","9"
"946",1,"2","103","1"
"947",1,"2","103","2"
"948",1,"2","103","3"
"949",1,"2","103","4"
"950",1,"2","103","5"
"951",1,"2","103","6"
"952",1,"2","103","7"
"953",1,"2","103","8"
"954",1,"2","103","9"
"964",1,"2","104","1"
"965",1,"2","104","2"
"966",1,"2","104","3"
"967",1,"2","104","4"
"968",1,"2","104","5"
"969",1,"2","104","6"
"970",1,"2","104","7"
"971",1,"2","104","8"
"972",1,"2","104","9"
"973",1,"2","105","1"
"974",1,"2","105","2"
"975",1,"2","105","3"
"976",1,"2","105","4"
"977",1,"2","105","5"
"978",1,"2","105","6"
"979",1,"2","105","7"
"980",1,"2","105","8"
"981",1,"2","105","9"
"982",1,"2","106","1"
"983",1,"2","106","2"
"984",1,"2","106","3"
"985",1,"2","106","4"
"986",1,"2","106","5"
"987",1,"2","106","6"
"988",1,"2","106","7"
"989",1,"2","106","8"
"990",1,"2","106","9"
"991",1,"2","107","1"
"992",1,"2","107","2"
"993",1,"2","107","3"
"994",1,"2","107","4"
"995",1,"2","107","5"
"996",1,"2","107","6"
"997",1,"2","107","7"
"998",1,"2","107","8"
"999",1,"2","107","9"
"1000",1,"2","108","1"
"1001",1,"2","108","2"
"1002",1,"2","108","3"
"1003",1,"2","108","4"
"1004",1,"2","108","5"
"1005",1,"2","108","6"
"1006",1,"2","108","7"
"1007",1,"2","108","8"
"1008",1,"2","108","9"
"1009",1,"2","109","1"
"1010",1,"2","109","2"
"1011",1,"2","109","3"
"1012",1,"2","109","4"
"1013",1,"2","109","5"
"1014",1,"2","109","6"
"1015",1,"2","109","7"
"1016",1,"2","109","8"
"1017",1,"2","109","9"
"1018",1,"2","110","1"
"1019",1,"2","110","2"
"1020",1,"2","110","3"
"1021",1,"2","110","4"
"1022",1,"2","110","5"
"1023",1,"2","110","6"
"1024",1,"2","110","7"
"1025",1,"2","110","8"
"1026",1,"2","110","9"
"1027",1,"2","111","1"
"1028",1,"2","111","2"
"1029",1,"2","111","3"
"1030",1,"2","111","4"
"1031",1,"2","111","5"
"1032",1,"2","111","6"
"1033",1,"2","111","7"
"1034",1,"2","111","8"
"1035",1,"2","111","9"
"1036",1,"2","112","1"
"1037",1,"2","112","2"
"1038",1,"2","112","3"
"1039",1,"2","112","4"
"1040",1,"2","112","5"
"1041",1,"2","112","6"
"1042",1,"2","112","7"
"1043",1,"2","112","8"
"1044",1,"2","112","9"
"1045",1,"2","113","1"
"1046",1,"2","113","2"
"1047",1,"2","113","3"
"1048",1,"2","113","4"
"1049",1,"2","113","5"
"1050",1,"2","113","6"
"1051",1,"2","113","7"
"1052",1,"2","113","8"
"1053",1,"2","113","9"
"1054",1,"2","114","1"
"1055",1,"2","114","2"
"1056",1,"2","114","3"
"1057",1,"2","114","4"
"1058",1,"2","114","5"
"1059",1,"2","114","6"
"1060",1,"2","114","7"
"1061",1,"2","114","8"
"1062",1,"2","114","9"
"1063",1,"2","115","1"
"1064",1,"2","115","2"
"1065",1,"2","115","3"
"1066",1,"2","115","4"
"1067",1,"2","115","5"
"1068",1,"2","115","6"
"1069",1,"2","115","7"
"1070",1,"2","115","8"
"1071",1,"2","115","9"
"1072",1,"2","116","1"
"1073",1,"2","116","2"
"1074",1,"2","116","3"
"1075",1,"2","116","4"
"1076",1,"2","116","5"
"1077",1,"2","116","6"
"1078",1,"2","116","7"
"1079",1,"2","116","8"
"1080",1,"2","116","9"
"1081",1,"2","117","1"
"1082",1,"2","117","2"
"1083",1,"2","117","3"
"1084",1,"2","117","4"
"1085",1,"2","117","5"
"1086",1,"2","117","6"
"1087",1,"2","117","7"
"1088",1,"2","117","8"
"1089",1,"2","117","9"
"1090",1,"2","118","1"
"1091",1,"2","118","2"
"1092",1,"2","118","3"
"1093",1,"2","118","4"
"1094",1,"2","118","5"
"1095",1,"2","118","6"
"1096",1,"2","118","7"
"1097",1,"2","118","8"
"1098",1,"2","118","9"
"1099",1,"2","119","1"
"1100",1,"2","119","2"
"1101",1,"2","119","3"
